position,agerange,yrsscale,hourwage
1,1,3,16.1119329217169
0,1,2,19.2542521446566
0,1,2,19.6951206084278
1,1,1,19.0934823695066
0,1,2,24.3137959395863
0,1,2,9.81316117188758
1,1,3,24.0215671387644
0,1,2,17.7605606084491
0,1,3,20.2023927651636
1,1,3,16.3542182889845
0,1,2,23.754354690119
0,1,3,18.953501131072
1,1,2,15.3987426469531
0,1,3,22.9268386555176
0,1,3,22.3785798855017
1,1,2,15.7364806250634
0,1,2,20.0744355161676
0,1,1,20.2019853203721
1,1,2,10.6313268646503
0,1,3,23.1423441916182
0,1,2,17.4704962259524
1,1,1,21.1697504950694
0,1,2,15.5543993706303
0,1,3,24.0105730398479
1,1,2,25.1189183466374
0,1,1,21.6079648245799
0,1,1,20.6783886298868
1,1,2,15.6900151159164
0,1,1,11.2987558423479
0,1,1,10.8118492133688
1,1,2, 
0,1,2,21.2722374792727
0,1,1,19.6067225595605
1,1,2,25.6379949311787
0,1,1,22.1114488630628
0,1,1,12.1838771333822
1,1,1,13.4685333380852
0,1,3,20.4398131476585
0,1,1,19.1309465547608
1,1,2, 
0,1,2,25.4396242301065
0,1,2,23.9077104999523
1,1,2,18.6495832159896
0,1,2,16.3605021760677
0,1,1,17.4636579276364
1,1,2,23.2917379915105
0,1,2,18.0529019733286
0,1,1,14.4383280571121
1,1,1,14.3081605077499
0,1,2,15.9201285769782
0,1,3,19.6759886619327
1,1,2,17.6069016894374
0,1,1,23.3144056570307
0,1,2,15.6609415251824
1,1,1,13.7033487174515
0,1,2,21.6928078139635
0,1,2,21.2827618235337
1,1,3,20.5589174004044
0,1,1,20.5901724840961
0,1,2,15.6084707860314
1,1,1,10.4262613369522
0,1,3,17.5414959167466
0,1,1,19.8087726661429
1,1,1,16.9169826093912
0,1,3,23.3883781354975
0,1,1,20.1800075658709
1,1,2,20.9897073518557
0,1,3,15.805515156476
0,1,2,19.7855469110229
1,1,2,16.7094771639204
0,1,3,23.677463941302
0,1,2,24.3546189006668
1,1,1,15.2837917833157
0,1,2, 
0,1,1,23.9536124424008
1,1,3,20.237988715406
0,1,1,18.8857341697066
0,1,2,21.0273120649471
1,1,1,15.6474282602938
0,1,3,22.2572516882564
0,1,2,21.1677453744945
1,1,1,15.9546749856177
0,1,2,17.5764040308733
0,1,1,22.3673198200045
1,1,1,20.0965405623774
0,1,1,22.1574333925464
0,1,1,22.2309464910148
1,1,1,16.2056957893278
0,1,1,14.647279907182
0,1,2,23.9254702479495
1,1,3,21.2413123460391
0,1,3,16.5869130348343
0,1,2,15.8899946215612
1,1,2,24.0188865382097
0,1,2,22.1615619746389
0,1,1,16.4829025598584
1,1,3, 
0,1,2,17.3307443267346
0,1,3,22.200032004006
1,1,3,15.9868673856861
0,1,1,21.6981899846469
0,1,2,21.0195368413122
1,1,3,22.4803667335622
0,1,2,19.3983611907946
0,1,1,18.9816547566772
1,1,3,26.5012664969377
0,1,3,21.5770682033853
0,1,2,24.3299239778142
1,1,3,19.0378100586087
0,1,2,19.5502867024811
0,1,2,17.3932472634501
1,1,2,15.8974866988962
0,1,2,23.1784076918291
0,1,2,19.6931023067605
1,1,1,19.3938077037442
0,1,1,17.5450833983952
0,1,3,22.3941078743036
1,1,2,10.7052607472085
0,1,1,19.9586655844099
0,1,1,22.5276990052212
1,1,1,16.1164849188486
0,1,3,23.6748134337663
0,1,3,20.2009057211042
1,1,2,12.2348616732725
0,1,3,19.0233677910419
0,1,1,22.2008221314886
1,1,2, 
0,1,1,16.3783861591015
0,1,2,20.8406203346928
1,1,2,18.437078377006
0,1,1,19.5475577156651
0,1,1,21.8410817818303
1,1,1,15.8568342954351
0,1,1,20.5364522374641
0,1,3,16.6106128433957
1,1,2,16.9079574233148
0,1,1,26.2943915736993
0,1,2,22.6602285685716
1,1,3,14.4842316740861
0,1,3,19.2505880734046
0,1,2,19.4323636683314
1,1,2,16.40526768206
0,1,2,24.9797234016041
0,1,1,18.8647084947339
1,1,2,22.2445432576302
0,1,2,18.4003681578328
0,1,3,19.8578228808126
1,1,2,13.8979736897878
0,1,2,15.7297595788742
0,1,3,26.5075981816171
1,1,3,18.809018025206
0,1,2,22.5399734777512
0,1,3,16.7420414302803
1,1,2,17.9491529327955
0,1,1,25.3138013777436
0,1,1,19.6361698450766
1,1,1,12.5034498232751
0,1,1,16.1693884744644
0,1,2,13.5596950196721
1,1,1,10.0395961439863
0,1,2,17.2051059411835
0,1,1,12.6941111641971
1,1,1,10.2296082768213
0,1,2,17.3268745285655
0,1,2,19.9552686912378
1,1,1,20.5542897708366
0,1,1,17.5108879833272
0,1,3,26.6500963431105
1,1,1,15.9529283919025
0,1,3,23.6313787570491
0,1,3,23.8128169423901
1,1,2,27.7764626892677
0,1,1,14.8244000426296
0,1,3,15.9810783076016
1,1,3,20.5655377226904
0,1,2,20.6120995040008
0,1,3,25.3170866454943
1,1,3,22.3505173128485
0,1,2,17.0478601205601
0,1,1,16.0853239794897
1,1,3,25.197780416702
0,1,2,22.0950867474741
0,1,1,17.674769056177
1,1,2,9.31995311265277
0,1,3,24.2343704464267
0,1,1,20.5193426621096
1,1,1,9.06464213616107
0,1,1,17.5087128807212
0,1,3,15.1043703669395
1,1,1,5.23679959735064
0,1,2,21.5821831183019
0,1,2, 
1,1,2,12.0249092732208
0,1,2,20.1595279964637
0,1,1,22.036725558308
1,1,2,19.8879902453158
0,1,2,19.2988173500175
0,1,2,15.6805673676856
1,1,1,15.7875549754016
0,1,1,16.8592976997744
0,1,3,24.1975852127281
1,1,3,14.972665837536
0,1,2,17.2208734189193
0,1,1,16.4075447013045
1,1,3,19.8229397715053
0,1,1,18.3035246404323
0,1,2,19.1545384106748
1,1,2,18.0219325913481
0,1,1,20.3200527511373
0,1,3,23.4886803068565
1,1,2,17.2135332146148
0,1,3,24.7827894882355
0,1,2,20.3670351534267
1,1,3,18.2894073691402
0,1,1,11.9727518129253
0,1,3,19.2763954038768
1,1,3,23.9386100458241
0,1,3,23.8082923778008
0,1,1,19.7858214391467
1,1,2,14.3911660546659
0,1,2,21.5785450506868
0,1,2,11.4100652161495
1,1,3,9.46340512648817
0,1,1,17.7917738962876
0,1,2,17.0435470739039
1,1,2,11.492403258946
0,1,1,19.5951590517862
0,1,1,14.279951758887
1,1,3,22.0609797500845
0,1,3,20.2955525579048
0,1,1,21.2035329406793
1,1,1,16.5019636700422
0,1,2,20.3763391351728
0,1,3,18.9100249061893
1,1,3,21.8348645444721
0,1,3,18.8389526348345
0,1,2,17.1197141507621
1,1,1,18.9029932905309
0,1,2,17.1762856019647
0,1,3,21.4609320976426
1,1,1,4.2157322423472
0,1,3,18.9799484269163
0,1,1,14.2646138503897
1,1,3,22.9583912355379
0,1,2,19.2296164304918
0,1,2,17.5169025662948
1,1,3,18.9735680219949
0,1,3,21.7834409014728
0,1,1,17.7577942345124
1,1,3,11.641602147132
0,1,1,19.1846593747859
0,1,1,17.7531838173258
1,1,2,17.8252576893531
0,1,2,19.9678098824698
0,1,1,15.6641248077006
1,1,3,25.2417824515935
0,1,1,16.7782393739221
0,1,1,16.8712474665499
1,1,1,16.3693259714567
0,1,2,17.6879168568523
0,1,2,22.4417862815548
1,1,3,14.4119956189876
0,1,2,19.9308402330014
0,1,2,21.8189617234345
1,1,2,16.1419902256195
0,1,1,21.5928322080191
0,1,2,21.8679177123755
1,1,2,20.2040933909433
0,1,1,21.2657619872956
0,1,2,15.3729423008834
1,1,1,13.8367163842906
0,1,3,25.4080736569153
0,1,2,25.2346221110582
1,1,1,14.3840304311246
0,1,3,24.7204104814288
0,1,2,17.6143024911109
1,1,1,19.0134914752255
0,1,3,16.5827764924421
0,1,1,19.7587772573548
1,1,2,15.0871671678958
0,1,3,16.5241990917295
0,1,1,21.1116723980691
1,1,1,15.6710313038555
0,1,3,19.5614519053488
0,1,1,20.2696994371637
1,1,1,15.4691271621023
0,1,3,27.0259473767262
0,1,2,19.5504215489916
1,1,3,13.5889063472163
0,1,1,15.2468597469657
0,1,3,21.4531494995667
1,1,1,18.8134782300109
0,1,1,22.7589693648751
0,1,2, 
1,1,2,13.7696815955801
0,1,2,21.6455225308587
0,1,1,16.5852061890339
1,1,2,11.0555851088325
0,1,3,22.4533659707583
0,1,2,20.1267231167221
1,1,1,11.4382860781791
0,1,3,21.2910125564302
0,1,2,23.1833865299715
1,1,2,20.1417934932641
0,1,3,25.9043758857328
0,1,1,15.2395954534732
1,1,1,17.934210497692
0,1,3,22.0585346735047
0,1,1,24.3216668136292
1,1,3,13.390515648244
0,1,2,25.4955511232834
0,1,2,19.871638691052
1,1,3,21.3229061931516
0,1,2,21.5303932790609
0,1,2,21.7230897911001
1,1,1,10.2510535298149
0,1,3,18.060850946085
0,1,2,22.0634852332706
1,1,2,12.4231130468857
0,1,3,19.827789324955
0,1,1,25.1135800539854
1,1,2, 
0,1,1,12.0471227239036
0,1,3,18.8341332518134
1,1,2,18.0415440069928
0,1,3,27.1322146203397
0,1,2,15.7010780738199
1,1,3,21.9622065381437
0,1,1,17.9139324443377
0,1,3,19.2544468465078
1,1,3,17.567484390576
0,1,2,16.4274163641941
0,1,3,22.081395352042
1,1,2,17.6562403844659
0,1,2,21.130129993035
0,1,3,23.1907165677723
1,1,2,24.0944408488036
0,1,2,15.4118342420693
0,1,3,21.1607135905991
1,1,2,23.5914202701583
0,1,1,18.2846596295677
0,1,3,20.9441905715339
1,1,3,14.057990258991
0,1,2,26.4689464428288
0,1,1,17.0764500551921
1,1,1,20.3421001949741
0,1,1,19.9033446615277
0,1,1,17.7360861857928
1,1,2,9.51736890704547
0,1,2,25.3487740111712
0,1,2,19.9204087596089
1,1,2,21.9401447920263
0,1,2,16.3297941005468
0,1,1,19.274574938646
1,1,2,28.1959544390874
0,1,2,21.9873216272665
0,1,3,15.4040316610612
1,1,1,15.7429419019636
0,1,3,17.3647207240716
0,1,3,22.8047707580102
1,1,2,14.4428566499004
0,1,3,16.5687776179212
0,1,3,21.3708224977248
1,1,1,10.7962560743456
0,1,2,17.0148384145204
0,1,2,14.1372753610744
1,1,2,21.939368204538
0,1,1,20.8761477921109
0,1,2,23.7944205966669
1,1,1,15.7173175784603
0,1,2,16.9591418227223
0,1,3,19.675509581981
1,1,2,21.4802659916241
0,1,1,21.7673910572985
0,1,1,21.7385265146077
1,1,1,16.1735409583209
0,1,1,25.6306960750446
0,1,1, 
1,1,2,22.7642600701111
0,1,2,24.4666605214785
0,1,2,21.9599071881317
1,1,1,25.285144428313
0,1,1,21.2111058350602
0,1,2, 
1,1,2,11.0744689205161
0,1,2,14.3502367611095
0,1,2,16.9173927560971
1,1,1,12.6052074083988
0,1,3,25.8596836357789
0,1,1,17.1428667882568
1,1,2,12.3425057544891
0,1,2,17.7979425239275
0,1,2,19.0281551185805
1,1,1,17.1041738350169
0,1,2,21.4367335058043
0,1,3,23.1148666646057
1,1,3,26.2042314469664
0,1,2,19.8171355626494
0,1,2,22.38330871894
1,1,1,18.4452759875583
0,1,1,20.0501687311304
0,1,2,22.6617871862366
1,2,4,20.4888276541851
0,2,4,22.0148412327339
0,2,3,20.8454443302373
1,2,4,15.0521552349639
0,2,5,17.9643371286532
0,2,5,26.3721957928937
1,2,2,12.4211278312052
0,2,2,17.5591423680633
0,2,4,26.8202023094755
1,2,4,16.9662996204418
0,2,3,18.450460666074
0,2,2,13.6200514549078
1,2,5,20.5412783013313
0,2,3,24.8982287865948
0,2,5,25.536769069263
1,2,5,22.043110632793
0,2,4,23.6795801602179
0,2,4,24.5391320773307
1,2,4,15.2441664252612
0,2,2,15.5474755447146
0,2,5,21.4835802062353
1,2,4,17.9901720393264
0,2,5,22.8735583084724
0,2,4,19.2370316494452
1,2,3,19.6497221777751
0,2,3,23.7390717215297
0,2,4,24.3595210936367
1,2,3,28.227294617911
0,2,4,26.1405388402179
0,2,5,24.4378308115306
1,2,5,9.02722234202085
0,2,1,16.6836973067549
0,2,5,18.697604673014
1,2,4,19.5771187750368
0,2,4,18.3126490775138
0,2,5,22.2571782598521
1,2,3,18.6152400261851
0,2,4,20.6843012775087
0,2,3,20.93916999868
1,2,4,21.2683875159087
0,2,3,21.4357296310397
0,2,2,8.64206836756636
1,2,5, 
0,2,3,23.0076741508649
0,2,5,25.9563111112566
1,2,5,16.4519057762191
0,2,3,20.1936939068106
0,2,3,20.9189554891108
1,2,2,19.6390065203335
0,2,3,26.7674503279333
0,2,3,14.4831841716668
1,2,4,21.3392672093506
0,2,2,24.2965632686165
0,2,3,17.5200784165549
1,2,3,19.8644858193033
0,2,4,21.0721690971333
0,2,1,19.9692148547752
1,2,5,20.8350660241256
0,2,3,17.4148939784649
0,2,4,19.2050079160471
1,2,5,24.1682323655326
0,2,3,21.8512367041659
0,2,3,17.5033944291651
1,2,4,21.085465947221
0,2,3,21.6459075081594
0,2,3,23.0683830643392
1,2,4,18.2311213477921
0,2,3,21.2474663184594
0,2,4,23.3749287987198
1,2,2,16.3595628149031
0,2,3,24.51794118475
0,2,3,21.2330918782306
1,2,3,24.8329924844196
0,2,3,12.872165184563
0,2,2,15.6205002735924
1,2,4,9.95331902568328
0,2,4,30.7229127506484
0,2,4,20.7237640210703
1,2,3,10.6262995546576
0,2,5,25.3513044889819
0,2,5,17.7910083909054
1,2,2,20.0378852075707
0,2,2,20.0909792578395
0,2,2,18.9310115441709
1,2,5,12.576301830501
0,2,4,18.8614744134219
0,2,4, 
1,2,3,18.7882523928006
0,2,3,14.2608383987792
0,2,3,25.4617444104561
1,2,3,17.8381428774866
0,2,4,25.5179300875563
0,2,4,23.8229782937662
1,2,2,22.6512003376535
0,2,4,21.472198917178
0,2,3,23.2552340455469
1,2,4,18.7156812265187
0,2,4,24.888751212225
0,2,2,22.269745554557
1,2,4,23.861475097007
0,2,5,25.2997672054197
0,2,2,21.4878223522201
1,2,1,21.8454078961677
0,2,3,17.4974476310606
0,2,2,15.7294846844334
1,2,5,23.4546493433398
0,2,3,20.0637502297929
0,2,4,15.4447597028191
1,2,2,12.9792879749532
0,2,3,22.9612406561932
0,2,2,17.4511530715135
1,2,4,18.7062002000491
0,2,5,21.0354948298063
0,2,4,23.5442466582872
1,2,5,17.3161600099404
0,2,5,24.7427241119772
0,2,3,20.5656353518497
1,2,4,13.7387215270649
0,2,4,20.4989139503766
0,2,2,19.3095338211235
1,2,3,15.1081853260425
0,2,3,21.2544942876204
0,2,5,18.0568406991541
1,2,4,22.6177176764352
0,2,3,14.3024265811078
0,2,4,24.592071585955
1,2,3,25.3159727105872
0,2,4,19.5342223079415
0,2,5, 
1,2,2,23.0377481500461
0,2,3,23.3192370037432
0,2,3,13.4974362864978
1,2,2,18.6214677377126
0,2,4,19.4709120913927
0,2,2,20.5434400042968
1,2,2,16.9867313489653
0,2,4,15.3578687075884
0,2,3,23.4383436501877
1,2,2,12.4361189087417
0,2,3,23.2996095278969
0,2,4,21.2831240882807
1,2,3,17.1485943510588
0,2,3,16.5419735563127
0,2,3,21.2206061951434
1,2,4,15.7340003736025
0,2,4,21.5863769507807
0,2,4,23.7890523281459
1,2,3,24.2205437650635
0,2,5,18.3557365678597
0,2,2,20.2788348981873
1,2,4,18.1696284868209
0,2,5,16.5974167780083
0,2,3,22.1131837995698
1,2,4,19.6778222876097
0,2,3,16.1728821131678
0,2,4,21.3553078751445
1,2,3,15.3277498827901
0,2,2,13.3884564683103
0,2,3,17.7696158814103
1,2,3,17.7217485841683
0,2,2,28.2188403436048
0,2,5,27.9251147238095
1,2,2,17.1438902300924
0,2,3,21.6407056165981
0,2,5,23.0977503727047
1,2,4,22.640645144485
0,2,3,18.3644008383195
0,2,3,21.3287834282351
1,2,2,16.7368914641148
0,2,3,18.174045723632
0,2,3,20.5278778950603
1,2,3,10.5910838406707
0,2,1,17.8598274609407
0,2,4,20.6164709370222
1,2,2,16.6959409043874
0,2,5,22.4574874767625
0,2,5,32.8038537410009
1,2,4,16.4953243300809
0,2,5,23.0727569563983
0,2,1,16.9459711728653
1,2,5,23.9265624696651
0,2,4,23.899240104525
0,2,4,21.7940150814446
1,2,3,10.8204639019461
0,2,4,24.3696090290349
0,2,5,18.6527875755199
1,2,4,14.9779962929563
0,2,4,24.5760313399194
0,2,3,15.6202274043327
1,2,4,20.1274955025032
0,2,3,20.8874263524239
0,2,4,19.0459290761158
1,2,2,16.3829246476903
0,2,2,22.5083620790269
0,2,4,24.6469229226923
1,2,5,12.6132175851625
0,2,4,21.3481335431281
0,2,4,22.9561285996271
1,2,4,21.731987210949
0,2,4,19.5160927098132
0,2,5,23.4981964899512
1,2,5,21.1904780718749
0,2,3,19.4582189726063
0,2,4,19.1940334836747
1,2,2,15.1356749664033
0,2,4,27.1661492807172
0,2,3,25.2791043919601
1,2,2,18.1332881087122
0,2,4,22.3198857195024
0,2,4,20.8453422729377
1,2,1,19.2039394176201
0,2,3,25.6671564986255
0,2,5,23.4743176261511
1,2,4,19.1606887273473
0,2,4,24.1116273844561
0,2,3,18.4977208365284
1,2,3,9.49813531505512
0,2,3,11.9357115945271
0,2,4,26.4359848841022
1,2,5,20.0406781227198
0,2,4,22.5003322602823
0,2,4,23.8904059641335
1,2,5,29.3420244920476
0,2,2,23.0636468786089
0,2,3,16.8621680150365
1,2,4,21.5681749105581
0,2,1,21.4914764458905
0,2,4,24.155294608399
1,2,3,16.3349200441893
0,2,3,18.7203538736359
0,2,4,14.7440938911504
1,2,5,19.9316597556918
0,2,4,13.7691411789472
0,2,3,20.523896314972
1,2,3,26.9459888083531
0,2,2,24.1088504947491
0,2,3,18.5455167435238
1,2,3,22.0912287776178
0,2,4,20.9749540638864
0,2,2,23.744814656873
1,2,3,19.9143213951232
0,2,2,17.5605895100609
0,2,1,18.3984326372214
1,2,4,15.8592062408194
0,2,5,23.4565903408483
0,2,4,22.1958058495324
1,2,4,15.8153911376589
0,2,4,23.9139977678816
0,2,3,24.7561851028224
1,2,4,16.1544768247073
0,2,5,22.4693268802814
0,2,2,19.2280095447429
1,2,4,22.1082408041261
0,2,5,14.9607886042448
0,2,5,22.6596414027165
1,2,2,20.9772560774507
0,2,4,24.1626083105207
0,2,3,25.1355245489905
1,2,4, 
0,2,3,24.4831019761619
0,2,2,22.1636478734993
1,2,2,12.575660003782
0,2,1,16.1887220682563
0,2,5,17.2836667033668
1,2,4,13.3751175988231
0,2,2,15.4894861475225
0,2,4,17.7577603636367
1,2,3,16.6850926892668
0,2,4,24.3417985041953
0,2,5,22.88088691485
1,2,4,26.5030020910115
0,2,4,14.4926815525698
0,2,2,23.6001906993188
1,2,3,22.7303107674399
0,2,4,22.7877784958538
0,2,4,20.3325029821716
1,2,3,21.1567403739107
0,2,5,20.1307943475076
0,2,5,21.001228311023
1,2,4,16.7891108454819
0,2,1,15.8066490182217
0,2,3, 
1,2,1,8.98422997210115
0,2,3,18.7612914749861
0,2,4,23.3306809213004
1,2,3,24.266543798314
0,2,2,16.3108145691183
0,2,5,23.9876118284951
1,2,3,25.1229934998817
0,2,2,15.6854236206325
0,2,2, 
1,2,3,20.4081288342376
0,2,3,19.8896979720883
0,2,4,21.8252704289922
1,2,3,20.2013847228311
0,2,1,15.4570282499844
0,2,3,22.5299351738959
1,2,3,16.6077433309821
0,2,4,26.0870554283372
0,2,5,20.688089690377
1,2,2,13.2942478185778
0,2,3,19.4376236899239
0,2,3,17.9119249834384
1,2,2,22.2025964861145
0,2,2,20.2234314914779
0,2,3,20.4656644939326
1,2,3,10.5241914063446
0,2,2,24.8065905805677
0,2,3,23.2013912981815
1,2,2,23.1039214532374
0,2,3,23.3189736271663
0,2,5,17.4814817043846
1,2,3,19.3760291024043
0,2,4,19.7434631565344
0,2,1,13.3206961052438
1,2,1,14.8113336707083
0,2,3,14.6541727370702
0,2,4,20.4338585577542
1,2,4,17.9230017889683
0,2,3,16.9895038524172
0,2,3,18.4072432239907
1,2,4,10.4787735302447
0,2,5,28.1857280924782
0,2,5,19.1919789444551
1,2,3, 
0,2,3,19.5306303811454
0,2,4,23.2032752585017
1,2,5,23.6636670847369
0,2,3,22.0617902502015
0,2,4,20.168868084754
1,2,5,30.0341929752422
0,2,4, 
0,2,3,21.5736212545363
1,2,4,18.6681321885108
0,2,2,21.4149568742958
0,2,3,21.9203072114525
1,2,3,11.4857062726146
0,2,4,22.481135476598
0,2,4,21.4710551176215
1,2,3,29.0581124311746
0,2,3,23.8546536135376
0,2,2,19.7209621430066
1,2,3, 
0,2,4,22.5978918443877
0,2,2,17.4802700666751
1,2,4,22.2762376216209
0,2,1,15.8778335819155
0,2,3,15.8361688388764
1,2,4,16.0204886082233
0,2,2,15.0916180570871
0,2,5,24.323733424244
1,2,2,17.1957462605708
0,2,3,24.4028203038356
0,2,3,17.1629358991169
1,2,4,18.6200791497241
0,2,4,21.0526909254361
0,2,5,23.9070361544085
1,2,4,26.935438730809
0,2,3,27.419918634369
0,2,5,20.3887911005102
1,2,2,23.8121035781963
0,2,3,16.7356815160742
0,2,1,26.9569436477132
1,2,5,18.3883419029961
0,2,4,24.3514948455823
0,2,5,17.9273581396279
1,2,4,18.8231997212528
0,2,3,17.7347188933096
0,2,5,23.9736193863867
1,2,2,15.6463281053052
0,2,5,20.349386289587
0,2,5,17.9717933399615
1,2,3,9.74030404857282
0,2,4,23.6999261028658
0,2,4,24.1142015332013
1,2,3,14.6660817209538
0,2,5,20.6849112046802
0,2,3,17.5743987126128
1,2,3,23.3595542172376
0,2,3,18.3764606271902
0,2,3,20.7183393046551
1,2,4,11.5593887980332
0,2,3,22.0736021792548
0,2,2,17.6844467349479
1,2,3,18.4107889065011
0,2,4,20.6797746457195
0,2,2,20.6860370851324
1,2,4,18.3809276690953
0,2,2,18.9038640545511
0,2,3, 
1,2,4,19.8746255893303
0,2,4,23.3784660073977
0,2,3,19.3808873731509
1,2,2,18.6408772617924
0,2,4,17.0831086035517
0,2,4,24.3041760789436
1,2,4,16.7648046897227
0,2,3,10.7278813130474
0,2,2,20.0358288661866
1,2,5,29.475835838282
0,2,3,22.3958501586067
0,2,5,19.5958535509786
1,2,3, 
0,2,4,25.9895031942758
0,2,4,22.7876584451351
1,2,4,21.2941742980691
0,2,4,19.4019785807597
0,2,3,22.1341163165629
1,2,3,22.8195794065527
0,2,4,18.9749713429468
0,2,3,18.8582421283624
1,2,5,17.7722269652093
0,2,1,18.4771645987069
0,2,3,22.3007491642214
1,2,2,16.4711976635152
0,2,4,20.4222113411454
0,2,4,21.6129870705166
1,2,5,16.8281710195324
0,2,3,15.5124492173802
0,2,4,20.811965416855
1,2,3,27.45971903948
0,2,4,23.0082514366951
0,2,2,17.2852331781236
1,2,4,20.2516855572758
0,2,4,22.0216476797353
0,2,4,20.542107147523
1,2,5,25.7561999444278
0,2,5,16.2886144791579
0,2,2,18.1091522860636
1,2,5,13.6461857341905
0,2,2,22.7942569448934
0,2,4,24.1889933351588
1,2,5,14.3489240682322
0,2,4,18.8644658813323
0,2,3,23.163674547365
1,2,5,21.5915287151868
0,2,3,23.5648838453048
0,2,4,18.6197379994393
1,2,5,16.5394697885845
0,2,2, 
0,2,4,22.9080092906955
1,2,3, 
0,2,3,20.5326875801067
0,2,5,23.0505330763829
1,2,3,15.4206634258798
0,2,3,23.4302047014585
0,2,3,19.7153129462454
1,2,4,18.6742223303085
0,2,3,20.8509265953522
0,2,3,19.3642151764567
1,2,3,9.3915280959607
0,2,3,24.0952311705819
0,2,4,16.8015059592167
1,2,1,18.2224445677599
0,2,4,17.8293847049634
0,2,2,20.9035472436517
1,2,2,14.8641158517766
0,2,3, 
0,2,2,20.5002906522045
1,2,5,17.9230096473592
0,2,3,15.4732065157609
0,2,4,17.5984399930926
1,2,3,26.4211994206587
0,2,4,21.0030247927252
0,2,4,25.2899431558942
1,2,3,19.5854417569412
0,2,3,15.1179874640057
0,2,4,25.0451728070803
1,2,2,19.21910489754
0,2,3,21.6702282933553
0,2,4,23.0196366548603
1,2,4,21.1275063904291
0,2,4,20.0315425167298
0,2,3,21.2119881664625
1,2,5,20.0885934284331
0,2,5,25.4174834685398
0,2,2,16.7078757880561
1,2,5,21.1021320441168
0,2,1,21.8362817102966
0,2,5,24.3892004703727
1,2,4,20.7228774342597
0,2,2,20.9163320326964
0,2,3,25.4960099072759
1,2,2,19.8245029015102
0,2,3,19.802417832861
0,2,4,21.0450462544058
1,2,4,21.1914551795449
0,2,5,19.2730679975747
0,2,4,19.3749561439719
1,2,3,12.5873013175002
0,2,4,19.1239771517359
0,2,3,19.4907204078228
1,2,3,23.4358763777177
0,2,4,21.4776962907167
0,2,5,20.2429076312484
1,2,4,18.8761645501347
0,2,3,18.3162286499047
0,2,4, 
1,2,3,17.8335686434685
0,2,3,21.3377789633428
0,2,4,16.5751111287534
1,2,4,22.8408029572988
0,2,3,20.692394006608
0,2,3,22.2305754357463
1,2,2,11.0151406753355
0,2,5,18.6559482986104
0,2,3,14.7791145017839
1,2,2,23.0402359836774
0,2,4,15.4635268151809
0,2,2,24.3034041179072
1,2,3,11.9368832155998
0,2,3,23.902302315485
0,2,2,21.9350082170958
1,2,5,22.7861976249228
0,2,4,23.5823790949257
0,2,3,24.3842683844289
1,2,1,14.9587220591975
0,2,5,22.2426603905572
0,2,3,19.0463839610486
1,2,4,18.4190156712083
0,2,5,22.9107346268865
0,2,4,22.9074664082785
1,2,3,13.6911098882646
0,2,4,24.5608069487684
0,2,2,23.9090256650315
1,2,5, 
0,2,3,16.1599815609301
0,2,4,23.0570626706027
1,2,5,26.3090774608509
0,2,4,25.2331873410877
0,2,3,22.2697430035824
1,2,5,19.7585661091043
0,2,3,19.6883005136842
0,2,5,22.4301943643958
1,2,5,14.7079219562602
